followers,following,is_public,post_count,story_freq,city_tier,party_freq,cafe_freq,travel_freq,gym_freq,is_influencer,dm_open,toxic_ex,daddy_issues,mommy_issues,therapy_issues,situationship_lore,soft_launch_history,astrology_phase,friend_circle_size,spotify_vibe,random_chaos,bio_type,body_count
3798,870,0,248,5,3,1,4,5,3,1,1,0,0,1,1,1,1,0,3,2,0.6211468298815847,1,13
13595,1471,1,744,0,2,4,1,5,3,1,0,0,1,1,0,1,0,1,2,2,0.5110757005114879,0,17
13021,732,0,307,0,2,3,0,4,1,1,0,1,1,1,1,1,1,1,1,0,0.9959992008118932,1,20
713,305,1,572,0,1,0,0,4,0,1,0,0,0,1,0,0,0,1,2,1,0.37389379365612074,2,11
2048,2877,1,784,2,2,5,3,2,0,1,0,1,0,0,1,0,1,1,3,0,0.7222408946925623,0,14
8044,887,1,218,1,1,0,5,2,2,0,0,0,1,0,1,0,1,0,3,2,0.8987054174129664,2,14
11687,2332,0,797,0,1,5,3,0,4,1,1,0,1,1,0,0,1,1,2,1,0.10389520429757959,0,15
11985,602,0,760,1,3,0,0,1,3,1,0,1,1,0,0,1,1,0,1,3,0.6611074588746761,1,17
13969,230,1,583,0,2,0,1,3,2,1,0,1,1,0,1,1,0,0,3,0,0.7878850964232894,2,18
1545,206,1,292,2,2,5,1,1,3,0,1,1,1,0,0,0,0,0,2,2,0.4203915587011504,1,12
3354,1527,1,409,5,2,2,5,3,3,0,0,1,1,1,1,0,0,0,1,0,0.7068800573298601,0,11
3813,620,0,197,0,1,5,3,0,0,0,0,0,1,1,1,1,1,1,1,1,0.12905483864406853,0,12
5282,906,0,79,4,1,4,2,0,2,1,0,0,1,0,1,1,1,0,2,2,0.15043610553736997,0,17
1903,1834,0,384,3,1,3,4,3,0,0,0,1,1,1,1,1,1,1,1,3,0.7149424735318503,2,14
13858,1777,0,136,0,1,4,3,4,5,0,1,1,1,1,0,1,1,0,2,4,0.09206513739561384,1,18
6635,1097,0,212,3,2,5,1,2,0,1,0,0,1,1,1,0,0,0,1,2,0.2288601904355111,0,9
12901,1546,1,618,3,3,0,0,3,2,1,1,0,1,0,1,0,1,1,3,4,0.24482439323831384,0,15
1341,1473,1,206,2,1,5,1,4,4,1,1,1,0,0,1,1,1,0,3,3,0.5688699111454198,0,18
3631,641,1,663,5,1,4,0,3,3,0,1,0,0,1,1,0,0,1,3,2,0.7311237731208072,0,13
11699,2231,0,132,3,3,4,3,3,0,0,0,1,1,1,0,0,1,1,3,4,0.7208764491222202,0,14
7604,470,1,165,2,2,2,4,5,4,1,0,0,0,0,1,0,0,1,3,4,0.9521085762475243,1,11
7330,2310,0,502,5,1,5,5,3,1,1,0,0,1,0,1,0,1,1,1,3,0.2190963010450553,0,14
1686,2997,0,429,0,1,0,4,3,2,1,0,1,1,1,1,1,1,1,1,4,0.6220718373746867,1,14
3746,2579,1,179,1,2,1,3,3,1,0,1,1,0,0,1,1,0,0,2,4,0.18082265450659019,1,14
11241,397,1,120,2,1,4,4,4,5,0,0,0,0,0,1,0,0,1,3,0,0.9037177291768851,2,13
11394,215,0,173,3,2,5,4,0,5,1,0,1,1,0,0,1,1,1,2,1,0.9755572940241943,1,17
748,986,0,330,3,2,4,5,5,1,1,1,1,0,0,1,1,0,1,1,4,0.08185153788493393,0,11
10402,397,1,67,0,3,0,2,2,2,0,1,0,1,1,1,1,0,0,2,0,0.8505851366297661,0,14
12339,2946,0,698,2,2,2,2,2,3,0,1,1,1,1,0,1,1,0,2,4,0.4661952931585952,0,14
4787,447,0,137,0,1,5,2,4,4,1,1,1,0,1,1,1,0,1,1,2,0.7154915422663881,0,15
14605,632,0,307,2,1,3,0,4,1,1,0,0,0,0,1,0,0,1,2,1,0.7393528643403466,1,14
13927,2823,1,329,1,2,0,2,3,1,0,1,1,1,0,1,1,1,1,3,2,0.44746313173818975,1,18
904,1650,0,237,4,1,5,3,0,4,0,1,0,1,0,1,1,0,0,2,1,0.5698535508977005,0,11
8214,357,0,529,0,1,3,5,5,1,1,1,0,0,0,0,1,1,1,2,3,0.15011174792397808,0,19
5905,2895,0,75,3,1,1,2,0,2,1,1,1,1,1,0,1,0,0,3,1,0.9800451308006309,1,16
7442,2816,0,150,0,2,3,5,1,4,1,0,0,0,1,1,1,0,1,2,0,0.9560525071377256,0,12
6578,2563,0,619,2,2,4,3,0,0,0,1,0,1,0,0,1,0,0,1,4,0.9880874086990086,2,14
11716,148,0,664,0,1,2,2,3,0,0,1,1,1,1,0,0,1,1,3,3,0.6314724448353576,0,15
13999,1315,0,315,1,2,5,4,1,3,0,0,0,0,1,1,0,1,0,3,2,0.8907353644720658,0,9
5299,207,1,36,2,2,5,2,4,5,0,0,1,1,0,0,1,1,1,2,4,0.3585002168113839,0,19
5222,2707,1,657,5,3,1,3,3,1,0,1,1,0,1,0,0,1,1,1,1,0.1340157401773907,2,15
1757,603,1,125,3,3,2,3,5,2,0,1,0,0,0,0,0,1,0,3,4,0.12682824473261556,1,9
11019,700,0,796,3,3,5,5,5,4,1,0,0,0,1,1,0,1,0,2,1,0.6851963725791693,0,12
5841,2324,1,619,2,3,2,3,5,5,1,0,0,0,1,0,0,0,1,2,4,0.9922515625730609,2,11
9975,2520,1,285,5,2,5,2,1,5,1,1,0,1,1,0,1,0,1,2,1,0.2757968441233605,2,20
5585,2340,0,239,1,2,3,0,3,1,1,1,1,0,1,0,1,1,1,2,2,0.5828030689562744,1,20
14632,2627,1,613,0,1,5,3,4,5,1,0,0,1,0,1,1,0,1,1,1,0.8072935179542895,0,16
4981,1118,0,219,4,2,2,5,1,2,1,0,1,1,1,0,1,1,0,1,3,0.24858984860719657,1,16
3560,1545,0,6,3,1,1,0,3,2,1,0,1,0,0,0,0,1,1,1,4,0.5627948529766611,2,16
252,2468,0,215,1,2,2,2,2,0,1,0,0,1,0,1,0,0,0,2,4,0.10189472116814002,2,8
11497,1928,1,680,1,1,1,5,4,0,1,1,0,0,0,0,1,1,0,1,4,0.7037218403017125,1,19
4268,2749,0,585,1,1,4,0,1,2,0,0,0,1,1,0,0,1,1,1,2,0.5375371119202085,1,10
12738,2786,1,292,0,1,5,0,2,1,1,0,0,1,1,0,0,1,1,2,0,0.07742462866714239,0,16
9008,783,0,538,1,3,4,3,2,4,1,1,1,1,1,1,1,0,0,1,4,0.76633851321474,0,18
4439,2000,0,788,1,1,3,5,1,3,0,1,0,1,1,0,1,1,0,3,1,0.5685214995674251,2,18
2377,141,1,483,2,3,0,2,0,1,0,0,1,0,1,1,0,1,0,1,4,0.7888903388860035,0,11
8054,2269,0,42,2,1,5,3,0,2,1,0,0,1,0,0,0,1,1,1,1,0.5618240800642395,1,14
2981,1677,1,306,1,2,4,4,3,4,0,0,1,1,1,0,1,1,1,1,2,0.5997187563200371,1,16
7827,1265,0,92,1,1,5,1,1,3,0,0,0,1,1,0,1,0,0,3,2,0.17347134883528237,0,15
247,1150,0,582,2,1,0,0,1,2,0,0,0,1,1,1,1,1,1,3,4,0.23699928588487762,1,10
7175,1354,0,268,0,3,1,2,2,4,1,0,0,1,1,0,0,1,0,3,2,0.8549026879581962,1,13
1980,1437,0,620,2,1,5,0,2,4,0,0,1,0,1,0,0,0,1,3,2,0.6295688804095405,2,9
11824,228,0,692,2,1,0,2,5,3,0,1,1,1,0,1,1,1,1,3,2,0.2513448402423549,0,15
6337,2335,0,214,2,2,2,3,2,2,1,1,0,1,0,1,0,0,0,3,3,0.6458665137150337,1,9
8850,2974,0,113,2,2,1,1,4,5,1,1,0,1,1,0,0,0,0,2,0,0.844429411213942,2,10
11514,2999,0,184,4,3,2,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0.050121083079422646,0,14
9389,329,1,124,3,2,0,1,3,1,1,1,0,0,0,0,1,1,0,3,1,0.42647331272833544,2,18
4332,1092,1,104,0,2,2,1,3,5,1,1,1,0,1,1,1,0,1,2,4,0.8323128539556682,0,14
11639,1668,1,236,5,2,1,0,1,5,0,1,1,0,1,0,1,1,0,3,4,0.5565983665688785,1,17
2561,2837,0,652,0,2,5,2,2,3,1,1,0,0,0,0,1,1,1,2,1,0.33949954389289705,2,16
10036,420,1,157,1,2,2,4,1,1,0,0,1,1,1,1,0,1,1,3,4,0.9734595782288253,1,15
709,1850,1,473,4,1,0,2,0,3,0,0,1,0,0,1,1,0,1,2,3,0.2822656130294341,1,13
2861,2967,0,504,1,2,2,0,4,0,0,1,0,0,1,1,0,0,0,1,2,0.5449271831253741,0,7
7148,1753,1,273,0,1,2,5,0,1,1,1,0,0,0,0,1,1,0,1,4,0.9700172988412926,1,20
14293,2318,0,116,0,2,3,3,1,4,0,0,1,0,0,1,0,0,1,3,3,0.44684054278693464,0,11
6596,353,1,573,5,1,1,4,2,5,1,0,1,0,1,1,1,0,0,3,3,0.8644147643605098,0,17
9611,1398,1,535,5,1,3,4,1,4,0,1,0,1,0,0,1,1,0,3,0,0.3824087101638821,0,20
2036,1510,1,59,1,2,0,5,2,1,0,0,0,0,1,1,1,1,1,2,3,0.1574752308524252,1,11
13872,2535,1,400,3,1,4,4,2,2,1,0,1,0,0,0,0,0,0,1,1,0.28979239047383387,1,17
8388,1243,1,776,1,1,0,0,5,4,1,0,1,0,1,0,0,1,0,1,0,0.268319986612487,1,16
11461,2472,0,179,3,1,0,1,1,3,1,0,1,0,0,1,1,1,0,3,4,0.9438723199321769,1,18
2961,2478,1,231,3,1,0,5,4,2,0,0,0,1,1,1,1,1,0,2,3,0.6185888164952551,0,15
1784,2111,0,475,2,1,0,1,5,3,0,0,0,1,0,0,0,0,1,2,3,0.5162482588094554,1,4
1893,2840,1,654,0,3,3,1,1,0,0,0,0,0,1,0,0,0,1,3,0,0.11798466790124329,2,10
8730,718,0,244,2,2,0,2,0,5,0,0,0,1,0,1,0,1,1,1,3,0.24979108507180825,1,11
3026,549,1,592,0,2,2,1,0,4,1,0,1,1,1,1,0,1,1,1,4,0.2391347488200739,0,11
2009,1464,1,637,2,2,0,4,3,0,0,0,0,0,0,1,1,0,0,2,2,0.36450643744562483,1,12
5809,1622,1,648,3,2,4,1,0,5,0,1,0,1,0,0,1,0,1,2,2,0.4675109419201213,0,13
6744,2662,1,567,2,1,1,5,5,2,0,1,0,0,1,1,1,0,0,2,0,0.1424167075847308,1,16
2435,579,1,212,4,3,3,5,0,3,0,0,1,1,0,1,1,0,1,3,1,0.59588603527738,2,17
11161,2056,0,605,2,3,3,4,1,4,0,0,1,1,0,1,0,1,1,3,1,0.30650201974793645,2,16
4786,2589,1,458,5,1,3,4,1,1,0,0,1,0,0,0,1,1,0,3,0,0.5822270086817546,0,18
1852,1269,1,127,5,2,3,2,4,0,0,0,1,1,1,0,0,1,0,3,2,0.5974967740900188,0,12
8205,804,0,216,2,1,0,5,0,4,1,0,0,1,1,1,0,0,0,3,2,0.03509905625873355,1,11
8170,2397,1,710,2,1,4,1,4,1,1,1,1,0,1,0,1,1,1,2,4,0.31233874072321977,2,20
6666,864,1,19,4,1,5,3,4,5,1,0,1,0,1,1,0,0,0,3,1,0.22031348763778003,2,20
14307,2644,1,566,0,3,0,1,0,2,1,0,0,0,1,0,0,1,0,2,2,0.07809156206934642,2,13
14536,776,1,757,2,2,1,3,1,5,1,0,1,0,1,0,0,1,0,2,4,0.9079547995592032,0,13
5584,780,1,762,0,2,1,5,2,1,0,0,0,1,0,0,0,1,0,2,1,0.2675201049780833,1,12
4111,877,0,59,5,2,0,2,2,5,0,1,1,1,0,0,0,1,0,3,0,0.7208815798874876,2,13
11611,2699,1,674,1,2,0,0,2,2,1,0,1,1,0,1,0,0,1,3,4,0.9887079828480976,1,13
13972,1381,0,713,3,1,0,2,4,0,0,0,1,0,1,1,0,0,1,3,2,0.42061214168843564,2,11
312,2096,1,738,1,3,4,2,2,1,1,1,1,0,0,0,0,0,1,2,3,0.4860932951447485,1,11
14125,2865,1,128,4,2,3,3,5,3,0,1,1,0,0,0,0,1,0,3,3,0.16796525936198092,1,19
6337,924,0,556,4,2,1,2,3,5,1,0,0,0,0,1,1,1,1,1,0,0.7552043323273625,2,16
14731,2228,1,196,0,2,1,4,3,5,0,1,1,0,0,1,1,0,0,1,0,0.9337840426180781,0,15
8865,2053,1,491,0,3,3,2,5,3,1,1,0,0,1,0,0,0,1,3,0,0.928217038503782,2,15
9258,1727,0,677,2,2,5,5,4,3,0,0,0,0,1,1,0,1,0,1,2,0.4708324793863735,1,12
11885,657,1,503,1,1,3,2,1,2,0,0,0,0,0,0,0,0,1,1,3,0.6018407614271469,0,14
13218,2123,1,246,0,2,1,3,0,5,1,0,1,0,1,1,0,0,0,2,1,0.8200597065233693,1,14
2099,1527,0,737,5,1,1,5,4,1,0,1,0,0,1,1,1,1,1,1,4,0.7036490192112842,1,16
5473,684,0,791,0,3,4,2,2,4,1,0,0,1,1,1,0,0,1,3,2,0.33332598519115664,0,10
14639,1259,1,259,5,2,1,2,0,1,0,1,0,0,0,0,1,0,1,2,1,0.9137776566219455,2,14
11965,533,1,346,0,1,0,5,5,1,0,0,1,0,1,1,0,0,0,2,0,0.7237974401832772,0,13
4598,2777,1,196,3,2,0,5,1,5,0,0,0,0,0,0,0,1,1,1,2,0.8196912863472418,1,9
3158,1124,0,106,0,1,3,5,2,5,0,0,0,0,1,1,1,1,1,2,2,0.1937840494013352,0,14
13521,1964,0,780,3,2,3,1,5,0,1,0,0,1,0,1,0,0,1,1,1,0.5019449661708963,1,13
12332,2102,1,743,4,1,0,5,3,4,0,1,0,1,1,0,0,0,1,2,3,0.7816591134596863,0,12
7208,638,1,612,2,1,3,4,3,3,1,0,0,0,0,0,0,0,0,1,1,0.611616971168358,0,13
10298,2305,1,159,1,1,0,4,4,2,0,0,0,1,0,1,0,0,0,3,3,0.7087787092116926,0,12
7450,2354,0,421,0,1,4,4,1,4,0,0,0,1,0,0,1,0,1,2,4,0.698133230731358,1,15
3220,1278,0,606,3,1,3,2,4,3,1,1,0,1,0,0,0,1,1,2,4,0.005548940656284418,0,14
9924,2023,0,206,0,3,2,4,5,2,1,0,0,0,1,1,0,1,0,2,3,0.5920759793962833,0,9
2305,2108,1,312,0,1,5,1,1,4,0,0,1,0,1,0,0,0,0,2,4,0.7412887559436844,0,13
1204,998,1,431,3,1,1,0,4,2,1,0,0,1,0,1,0,1,0,1,3,0.30334900839128576,0,12
4549,2105,1,234,0,3,0,0,0,2,0,1,1,1,1,0,1,1,1,1,3,0.5061438409898446,0,14
6345,2129,0,326,1,3,5,1,4,3,0,0,1,0,0,0,1,1,0,2,1,0.3925007788507412,2,17
6247,2057,1,478,5,2,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0.5061713469094653,2,17
11433,2637,0,427,5,1,1,0,1,3,0,1,0,1,1,0,1,0,0,3,4,0.9357181643490244,0,13
9938,1791,1,665,5,3,3,3,0,4,0,1,0,0,0,0,1,0,1,1,1,0.4793262697283711,0,16
12233,436,0,99,5,1,1,2,0,3,0,1,0,0,1,1,1,1,1,1,1,0.3241098408970948,2,18
12965,1301,1,237,4,3,2,3,4,3,1,0,1,0,0,1,0,1,0,1,2,0.7618111920440097,1,15
12924,2737,1,106,2,3,3,3,0,3,0,0,1,1,0,1,1,0,1,1,4,0.7107329337842142,0,14
1698,1840,0,363,0,2,5,1,2,5,1,0,0,0,0,0,0,0,0,1,4,0.40598817606779036,0,7
5589,1548,1,641,3,1,0,0,2,5,0,1,1,0,1,0,0,1,1,1,0,0.7926469847923362,0,17
9687,256,0,492,1,1,1,1,1,5,0,0,1,1,0,0,1,0,0,3,4,0.004195528062017839,2,15
4249,1868,1,42,0,3,1,4,2,4,0,0,0,1,1,1,1,1,1,3,1,0.9334354791888335,0,11
12165,1830,1,574,4,3,4,3,4,4,0,0,1,0,1,1,1,1,0,1,1,0.6706508502871269,2,20
8495,2654,1,72,4,1,5,0,0,2,1,0,0,1,0,0,0,1,0,2,2,0.6456723799391962,0,17
11425,2445,0,697,3,1,0,2,0,2,1,0,0,1,0,0,0,0,0,1,3,0.7559125867136607,1,13
2607,842,1,628,0,2,4,3,1,4,0,1,1,0,1,1,0,1,0,1,0,0.2378270534121688,0,15
5642,2331,0,303,5,3,0,0,0,5,0,1,1,0,1,1,0,0,1,2,0,0.16635112246849726,2,13
148,1774,1,4,0,2,1,4,0,2,0,0,0,1,1,0,0,0,1,1,3,0.8608453937649688,2,6
2250,1055,1,587,0,1,1,1,0,3,0,1,0,0,1,1,1,0,1,1,1,0.9208787239767978,2,16
14222,2834,0,348,4,2,2,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0.5830881864146463,2,15
3011,991,1,399,0,1,3,0,2,5,0,1,0,0,0,0,1,1,0,3,4,0.47542993107115195,1,19
14257,1215,1,594,5,3,2,3,5,5,0,1,0,1,0,1,0,1,1,1,4,0.8108849711290845,1,14
5023,2273,0,432,0,1,0,0,2,5,1,1,1,0,1,0,1,0,0,1,2,0.681317651934616,0,16
4483,1727,0,571,0,2,0,4,3,1,0,1,1,0,1,1,0,0,1,1,2,0.3589164476017559,2,9
12019,498,1,106,0,1,0,2,4,2,1,0,1,0,0,1,0,0,1,1,0,0.04587501217401413,0,14
2919,641,0,116,5,1,5,4,3,2,1,0,0,0,1,1,1,0,1,3,3,0.4035330058036677,0,15
11476,131,0,382,5,2,0,0,1,0,1,0,0,1,0,0,1,0,1,3,1,0.6998623235526124,0,11
12033,2232,1,81,3,3,3,2,1,3,1,1,1,1,1,1,1,0,0,3,3,0.8241879643230835,2,20
1006,2953,0,652,4,1,1,4,5,3,0,1,0,0,0,0,1,0,1,3,1,0.053530915479795715,1,10
14042,1456,0,733,2,2,2,2,2,0,1,0,1,0,0,0,1,0,1,1,3,0.5924348454729839,1,13
12309,1530,1,409,3,2,1,5,5,0,0,0,1,0,0,0,0,1,1,2,3,0.06441628537458066,2,16
8402,2537,0,69,5,3,5,3,5,1,0,1,1,0,0,1,1,1,1,2,1,0.005447661744064858,2,18
5749,1129,0,386,0,2,4,0,0,3,1,0,1,1,0,1,0,0,0,2,3,0.9091984044954379,2,13
6994,2794,1,523,2,1,2,2,3,3,1,0,0,0,0,0,0,0,1,1,2,0.279670966760314,0,12
4543,468,1,296,1,2,5,1,1,5,0,1,1,1,0,1,0,0,1,3,2,0.2182549541234644,2,12
9542,137,0,616,2,3,0,3,4,4,0,1,0,1,1,0,0,0,1,2,4,0.11314464294365156,0,6
4961,2753,1,718,3,3,0,0,3,3,1,1,0,0,1,0,1,1,1,3,2,0.7574654282078437,2,17
4037,264,0,64,4,2,4,3,4,1,1,0,1,1,0,1,1,0,0,1,0,0.2469762928196545,1,16
9769,1808,0,574,3,3,2,1,5,1,0,0,0,1,1,0,0,1,0,1,1,0.7983436770732075,2,9
6065,2649,0,177,4,1,3,0,4,5,0,0,0,1,1,0,0,1,1,2,1,0.17767717509184566,0,14
13753,1570,0,7,4,2,3,3,2,0,1,1,1,1,1,0,1,1,0,2,0,0.03799528606861924,0,20
13496,1767,1,158,5,3,0,3,2,1,0,1,0,1,1,1,0,1,1,3,1,0.5235069309408971,0,11
1268,2600,1,10,4,1,0,2,4,1,0,1,0,0,1,0,0,0,0,2,3,0.5136460461339852,1,8
4546,2796,0,784,1,3,0,2,3,5,1,1,1,0,0,0,1,0,1,2,2,0.704114158282578,0,12
4785,2342,1,410,2,1,5,3,2,4,1,1,0,1,1,1,0,1,1,1,2,0.614826115878317,0,17
11346,1551,0,606,3,1,4,2,3,1,1,1,1,0,0,0,0,0,0,1,1,0.43138307941883136,2,19
10977,358,0,154,3,1,4,0,2,2,0,0,1,1,0,0,0,1,0,1,1,0.3691147862557166,2,16
4605,280,1,205,4,1,1,2,0,2,0,1,1,0,1,1,1,1,1,2,2,0.8119404760855222,0,19
9196,204,1,114,5,2,4,0,1,0,1,1,0,0,1,1,1,1,0,3,2,0.9140411511374095,2,20
8100,1248,0,378,1,2,2,0,0,3,0,1,0,1,1,1,1,1,0,2,4,0.5438776481266128,1,14
12807,2945,1,598,1,1,4,0,0,3,1,1,0,1,1,0,0,1,1,2,3,0.8265269256867451,1,18
3496,164,0,708,0,3,2,0,1,4,0,0,1,1,1,0,1,1,1,2,1,0.6758840302195508,2,15
1095,1463,1,349,1,1,3,3,2,1,0,0,1,1,1,1,1,1,0,1,4,0.04098590858881257,1,15
6943,360,1,97,4,3,1,4,2,5,1,0,1,1,1,1,1,0,1,2,2,0.6333177830023402,1,18
1743,1042,0,18,4,1,4,4,0,1,1,1,0,1,0,1,0,1,1,2,3,0.1276209423906165,2,14
14423,2397,1,312,2,2,3,0,2,5,0,1,1,1,1,1,0,1,1,1,0,0.5463289356630078,1,15
14615,1091,1,527,4,1,2,4,4,1,1,0,1,1,1,0,0,0,1,3,4,0.5945199757932985,2,16
3486,2881,0,556,2,2,1,0,4,1,1,1,0,1,1,1,0,0,1,3,0,0.017303890892061302,0,9
8804,61,0,666,1,3,3,4,2,1,0,1,0,1,0,1,0,1,0,3,4,0.7222586519807952,2,12
10727,1477,0,444,0,3,2,5,4,2,0,0,0,0,0,1,1,1,0,1,2,0.551953199383729,1,13
5945,2329,0,230,5,1,1,1,1,4,0,0,1,1,1,0,1,1,0,1,4,0.6783649461459135,0,15
3404,2063,0,668,3,2,0,2,0,0,1,1,0,0,0,0,1,0,1,1,4,0.3895141437411088,2,12
14412,779,0,624,4,2,4,4,2,0,1,1,0,0,1,0,1,0,0,2,3,0.38591238285740026,1,18
275,1351,1,358,1,3,0,0,5,5,0,0,1,0,0,1,1,1,0,3,4,0.5209885249107041,0,11
4943,1426,0,382,4,3,0,2,0,2,0,1,1,1,1,0,1,0,0,1,0,0.4745164088936572,1,12
14669,2086,0,511,2,1,0,2,1,1,1,1,0,0,0,1,1,1,1,1,1,0.8357993987570044,2,18
7072,2400,0,43,1,2,3,3,0,1,1,0,1,0,1,0,1,1,1,2,2,0.4068913549158394,1,17
9201,590,1,364,3,1,0,3,2,3,0,0,0,0,0,0,0,1,0,3,0,0.7356145712216813,1,14
5650,2567,0,621,2,3,5,4,1,5,1,1,1,1,0,0,1,1,0,1,4,0.9605745108628694,0,17
12790,2910,0,110,1,3,0,3,5,0,0,0,1,0,0,1,1,1,1,3,0,0.7412247752128609,1,16
11309,126,1,222,5,3,3,0,1,3,0,0,0,1,0,0,0,0,0,2,3,0.11814260869435333,0,12
8046,73,1,385,5,2,4,3,4,5,0,0,1,0,0,1,0,0,1,3,2,0.8349852883199332,0,13
9057,1088,0,264,3,2,5,1,2,0,1,0,1,1,0,0,0,1,1,1,3,0.8709307531930439,2,17
12996,725,1,270,5,2,1,4,1,3,1,1,1,1,0,1,1,1,0,3,1,0.3183378109913969,2,20
7733,2622,1,211,2,2,1,2,1,1,0,1,1,0,0,1,0,0,1,1,0,0.4153653310794071,2,12
4692,2444,0,495,3,1,4,5,5,1,1,1,0,1,1,0,0,1,1,3,4,0.29908736779694833,1,13
13553,221,0,313,1,2,3,2,5,1,0,1,0,0,0,1,1,1,1,1,3,0.9424708833388111,0,13
11362,1942,0,769,2,1,0,1,0,4,0,0,0,1,1,1,1,1,0,2,2,0.20219320449464873,0,12
7729,2809,1,386,5,1,1,0,4,3,1,1,1,0,1,0,1,0,1,3,4,0.3794478782537968,2,20
8258,538,0,246,0,2,4,2,0,4,0,0,1,0,0,1,0,0,1,2,2,0.3131925580636624,0,11
7389,1535,1,566,4,3,4,1,1,4,1,0,1,1,1,1,1,1,0,3,2,0.023102079219535665,0,20
9485,2475,0,349,5,2,0,3,1,3,0,0,0,1,0,0,0,1,0,3,2,0.7520709493070474,0,11
2255,2469,1,71,0,2,4,4,0,1,0,1,0,0,1,1,1,1,1,2,4,0.39602134658513766,0,15
10766,806,0,295,3,3,3,1,0,2,1,0,1,0,1,0,0,0,0,3,4,0.6745618804150794,1,14
1119,2574,1,212,1,1,3,1,1,5,1,0,0,0,1,1,0,1,0,2,4,0.44204639946036806,2,14
3494,2479,0,294,4,1,5,3,1,0,1,1,0,0,1,1,0,0,1,2,2,0.4847291217441323,1,12
10807,204,0,170,1,3,1,0,4,3,0,0,1,0,1,1,0,1,0,1,4,0.4590961769278986,0,11
14484,306,0,245,3,3,2,5,1,1,1,1,1,0,0,1,0,0,0,1,2,0.4914643444348512,2,13
14106,1829,1,140,1,2,4,5,5,4,0,1,0,0,0,0,0,1,1,1,4,0.8935531419554799,0,15
1110,723,1,615,2,1,3,3,1,1,1,0,0,0,0,1,0,1,1,2,0,0.649280048692661,1,14
2377,2165,0,616,2,3,0,3,2,5,0,1,0,1,1,0,0,0,0,1,3,0.2436652723645477,1,6
3470,2441,1,239,5,2,0,2,3,3,0,0,0,1,0,1,0,0,1,1,0,0.5745178557732173,0,7
14882,722,0,310,5,1,2,5,3,3,0,1,0,1,0,0,1,1,0,2,1,0.9705571912775585,0,15
351,2488,1,415,5,1,2,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0.4295852347943453,0,12
12518,1522,0,397,5,3,2,1,4,0,0,0,0,0,1,1,0,0,0,1,3,0.19635092941615617,2,10
656,308,1,791,3,1,0,3,2,3,1,0,0,1,0,0,0,1,0,3,1,0.40902301746279046,0,9
3220,356,1,21,1,1,4,3,1,5,0,0,1,0,0,1,0,1,0,3,3,0.2817833531318571,2,17
749,1168,1,77,5,2,3,1,2,0,0,0,1,1,0,1,0,0,0,1,4,0.6708977827913593,0,9
5138,295,1,474,3,1,0,1,0,4,0,0,0,1,0,0,1,1,1,2,2,0.5201049947055906,0,16
9381,2830,1,706,4,1,3,1,4,1,0,1,1,1,0,0,0,0,1,3,4,0.9723080856412318,1,16
240,1708,0,352,5,1,2,0,3,2,0,1,0,1,1,0,1,0,1,3,3,0.5648986580049083,0,9
10542,236,1,370,1,1,5,3,2,1,0,0,1,0,1,0,1,1,1,2,3,0.5416317934163128,0,18
1030,1847,1,20,2,3,1,3,5,5,0,1,0,1,1,1,0,1,0,3,1,0.20645364430036584,0,7
3025,974,1,506,0,2,4,2,5,1,1,1,0,0,0,1,1,0,0,1,1,0.358704312012063,1,17
6152,834,1,159,2,1,5,2,1,3,1,1,0,0,0,1,0,1,1,2,0,0.6926748652847485,0,16
1234,1645,0,743,1,1,2,4,0,5,0,0,0,0,0,0,0,1,1,3,2,0.989797573229334,0,5
3377,2505,1,360,1,1,2,1,4,2,0,0,0,1,0,0,1,0,0,1,4,0.6194325321729888,1,12
3444,1410,1,555,1,1,3,1,5,0,1,1,1,1,0,0,0,1,1,1,2,0.9827980794467371,2,20
8369,390,0,296,1,2,0,4,2,0,1,1,1,1,1,0,1,0,1,2,0,0.19342727844156937,0,16
10307,612,0,351,5,1,1,3,0,1,1,0,1,1,1,0,0,0,1,2,3,0.747650325822721,1,13
1866,700,1,179,4,2,4,1,5,3,1,0,1,0,1,1,0,1,0,3,4,0.4466481800424935,1,14
5904,1243,0,471,0,3,1,2,2,2,1,1,0,1,0,0,0,1,0,1,4,0.07078976947028426,2,15
6759,118,1,394,5,1,2,0,2,3,0,0,1,1,1,0,1,1,1,3,2,0.15768952091004584,1,20
619,1633,1,612,2,1,1,5,2,2,0,1,0,1,0,0,0,0,0,2,3,0.5910034865459505,2,8
5492,2478,0,626,4,3,4,3,4,5,1,1,0,0,1,0,1,1,0,3,2,0.2360861227676494,0,18
1945,2154,1,212,3,3,2,0,4,2,0,0,1,0,0,0,1,1,0,2,2,0.07855131418863459,0,11
2783,1350,0,529,1,3,4,0,3,0,0,1,0,1,1,0,1,1,1,3,4,0.44459916184613313,1,14
3913,2947,0,394,2,2,1,4,2,1,1,1,1,0,1,0,1,0,1,3,3,0.9446127402241876,1,13
12963,1172,1,26,3,3,5,0,0,0,1,0,0,0,1,1,0,1,0,1,3,0.658244169750868,2,16
7505,965,1,448,0,3,2,1,5,3,1,1,1,0,1,1,0,1,1,1,4,0.7792355842333011,0,14
